C:\Users\CTTC\Desktop\car -3\IMG\center_2019_12_30_14_14_22_500.jpg,C:\Users\CTTC\Desktop\car -3\IMG\left_2019_12_30_14_14_22_500.jpg,C:\Users\CTTC\Desktop\car -3\IMG\right_2019_12_30_14_14_22_500.jpg,0,0,0,29.46049
C:\Users\CTTC\Desktop\car -3\IMG\center_2019_12_30_14_14_22_570.jpg,C:\Users\CTTC\Desktop\car -3\IMG\left_2019_12_30_14_14_22_570.jpg,C:\Users\CTTC\Desktop\car -3\IMG\right_2019_12_30_14_14_22_570.jpg,0,0,0,29.28127
C:\Users\CTTC\Desktop\car -3\IMG\center_2019_12_30_14_14_22_642.jpg,C:\Users\CTTC\Desktop\car -3\IMG\left_2019_12_30_14_14_22_642.jpg,C:\Users\CTTC\Desktop\car -3\IMG\right_2019_12_30_14_14_22_642.jpg,0,0,0,29.04397
C:\Users\CTTC\Desktop\car -3\IMG\center_2019_12_30_14_14_22_719.jpg,C:\Users\CTTC\Desktop\car -3\IMG\left_2019_12_30_14_14_22_719.jpg,C:\Users\CTTC\Desktop\car -3\IMG\right_2019_12_30_14_14_22_719.jpg,0,0.2264835,0,28.9907
C:\Users\CTTC\Desktop\car -3\IMG\center_2019_12_30_14_14_22_789.jpg,C:\Users\CTTC\Desktop\car -3\IMG\left_2019_12_30_14_14_22_789.jpg,C:\Users\CTTC\Desktop\car -3\IMG\right_2019_12_30_14_14_22_789.jpg,0,0.4430349,0,29.09401
C:\Users\CTTC\Desktop\car -3\IMG\center_2019_12_30_14_14_22_861.jpg,C:\Users\CTTC\Desktop\car -3\IMG\left_2019_12_30_14_14_22_861.jpg,C:\Users\CTTC\Desktop\car -3\IMG\right_2019_12_30_14_14_22_861.jpg,0,0.6569505,0,29.46506
C:\Users\CTTC\Desktop\car -3\IMG\center_2019_12_30_14_14_22_936.jpg,C:\Users\CTTC\Desktop\car -3\IMG\left_2019_12_30_14_14_22_936.jpg,C:\Users\CTTC\Desktop\car -3\IMG\right_2019_12_30_14_14_22_936.jpg,0,0.8870778,0,30.04469
C:\Users\CTTC\Desktop\car -3\IMG\center_2019_12_30_14_14_23_008.jpg,C:\Users\CTTC\Desktop\car -3\IMG\left_2019_12_30_14_14_23_008.jpg,C:\Users\CTTC\Desktop\car -3\IMG\right_2019_12_30_14_14_23_008.jpg,0,1,0,30.18723
C:\Users\CTTC\Desktop\car -3\IMG\center_2019_12_30_14_14_23_082.jpg,C:\Users\CTTC\Desktop\car -3\IMG\left_2019_12_30_14_14_23_082.jpg,C:\Users\CTTC\Desktop\car -3\IMG\right_2019_12_30_14_14_23_082.jpg,0,1,0,30.18904
C:\Users\CTTC\Desktop\car -3\IMG\center_2019_12_30_14_14_23_152.jpg,C:\Users\CTTC\Desktop\car -3\IMG\left_2019_12_30_14_14_23_152.jpg,C:\Users\CTTC\Desktop\car -3\IMG\right_2019_12_30_14_14_23_152.jpg,0,1,0,30.18645
